From Artist,To Artist,Weight
Kara Loomis,Christine Martin,47
Vicki Odonoghue,Alex Lucio,99
Hunter Feltman,Lana Yates,62
Tracey Sprankle,George Fiedler,64
April Griffin,Timothy Spillane,23
Mary Lamb,Marissa Alcantar,48
Katherine Ashalintubbi,Christina Brady,7
Gertrude Wrenn,Conrad Dillon,65
Jane Santana,Daniel Schwab,83
Jasper Cudney,Joseph Garcia,56
Frank Hidalgo,Raymond Mitchell,10
Jessie Garcia,Sterling Salazar,34
Richard Mangram,Eugene Fitzpatrick,8
Jacqueline Butler,Anthony Villanueva,80
Winston Mcneese,Robert Souvannavong,61
Melanie Porter,Hazel Sloane,57
Katie Branhan,Ricky Wallace,77
Connie Thompson,Lois Key,50
Sharon Cox,Allen Varron,18
Arlene Trevino,Ricky Dobson,46
Connie Heckel,Markus Qualls,3
Peter Lamb,Leslie Townes,22
Sylvia Mcneely,Deanne Aiken,33
Connie Coker,Erica Moffett,7
Jennifer Evans,Joe Castano,26
Raymond Ferguson,Thelma Gantz,20
Chris Kimber,Steven Burmeister,94
Mark Bland,James Diaz,63
Elsie Martin,Maria Eaton,97
Ronald Lacoss,Shandi Hague,47
Bonnie Bennett,Esther Booth,5
Lee Benson,Michael Bleau,14
Carmen Bigler,Jeanine Mccants,1
Deborah Schiffman,Geraldine Moore,11
Wayne Ward,Desiree Speed,25
Helen Cook,Jeremy Colvin,52
Dewayne Tejeda,Charlie Stephens,4
Tracy Rushing,Willie Shine,25
Robert Jeffrey,Kimberly Patterson,95
Alexander Valdez,Eric Riche,13
Dorothy Albrekht,Doreen Clarke,17
Helen Poole,Ada Lawrence,90
Francisco Hice,Eileen Cockrell,37
Dwight Page,Donald Cahill,61
Anna Warrick,Bobbie Risner,65
Kathy Summitt,Catherine Smith,43
Eugene Yale,Melisa Knutson,84
Gary Pereira,Thelma Langowski,19
Dorothy Grant,Christopher Vickery,26
Sheryl Kowal,Elwood Dodd,51
Toni Miller,Jose Hayes,24
Hector Gilligan,Ethel Brown,37
Maximina Allen,Ann Russell,18
Robert Isreal,Bart Nickerson,80
Richard Rose,Katherine Lee,96
Rick Payne,Natalie Mitchell,74
James Sauceda,Ora Lafferty,84
Elizabeth Lawrence,Jesse Rembert,50
Rose Harris,Joel Carney,16
Laura Kessinger,Donny Lamas,55
Meredith Hinckley,Deborah Turner,93
Luis Webster,Edwin Padron,69
Patrick Crabtree,Mary Sanders,0
Ann Busby,Pamela Yaeger,48
Beverly Baker,Amy Bohman,0
Penny Casey,Nicholas Farley,82
Virgie Elizondo,David York,19
Cynthia Noel,Tony Gonzales,29
Ronald Lollis,Allison Melugin,72
Felix Halstead,Richard Deaton,32
Sarah Chau,Mattie Longo,39
Joseph Bourdier,Elizabeth Cayer,77
Margie Canada,Kimberly Moore,42
Virginia Gault,Ethan Dawson,47
Effie Brown,Michael Haggerty,66
Tim Nolan,Sandra Elliott,50
Princess Jones,Frank Larrabee,71
Peter Seedorff,Joe Shelton,82
Florida Shaw,Murray Hernandez,48
Jim Miller,Keith Johnson,75
Christina Heller,Velma Mccreight,9
John Burgess,Helen Dawkins,61
Corene Mccarty,Alfreda Rangel,53
Reginald Cox,James Boston,70
Robin Viverette,Andrew Keith,23
Joseph Nelson,Alma Guzman,8
Rebecca Ramos,John Welch,19
Leslie Tipton,Rachel Roundtree,60
Patricia Woodmansee,Nancy Bell,28
James Hyde,Brad Brown,80
Maria Little,Rose Seymour,13
Cora Dibble,Stella Mcleary,72
Robert Clontz,Junior Valdes,29
Debra Tucker,Gloria Sanderson,96
Albert Bridges,Rachelle Good,21
Mary Lukas,Patricia Wetzel,57
Ryan Burger,Robert Montoya,27
James Petrus,John Hatfield,19
William Kilburn,Nadine Cox,56
Kimberly Flowers,David Locke,90
Evelyn High,Tommy Hackman,85
Chelsea Kastner,Antonio Vineyard,39
Travis Machida,James Melton,67
Monroe Galyean,Lee Kilberg,32
Terry Taylor,Doris Lott,42
Marshall Martinez,Debra Green,54
Steven Baker,John Willis,12
Robin Howard,Andrew Machenry,69
Eileen Diaz,Amanda Kilkenny,77
Elinor Forand,Joyce Cruz,57
Charles Fails,Willie Sinclair,92
Julia Yamada,Walter Walker,37
Lisa Leblanc,James Hoople,29
Gerald Gienger,Amber James,23
Vergie Wysocki,Ruth Garcia,41
Virginia Smith,Mark Keen,20
Cynthia Eason,Patty Tep,14
Michael Watkins,Steve Hatherly,91
Lucille Wilkins,Lillie Watkins,65
Alfred Davis,Randy Davis,57
Michael Massey,Maria Alpaugh,17
Patrick Grow,Sue Holloway,38
Hugo Thomas,Cheryl Alford,51
Ted Taylor,Gabriel Ellis,47
Renee Smith,Deborah Rudolph,97
Garnet Cusano,Roger Hoppes,12
Betty Harris,Gary Virgo,22
Deborah Smith,Christopher Reinmann,29
Alex Rivera,James Vallery,75
David White,Linda Bowman,25
Harold Kean,Ruth Underwood,48
Amanda Peres,Jasmine Slocum,79
Dana Keene,Delores Janeway,70
Kevin Figueroa,Margaret Coutermarsh,7
Caleb Hutchison,Tessa George,74
Gussie Daniel,Loretta Lieder,84
Jerry Allen,Esmeralda Chalker,21
Matthew Sanford,John Summers,65
Deanna Friedman,Seth Talbert,27
Gloria Barrentine,Rigoberto Peters,27
Lori Matson,Jeanette Mccarty,4
Celia Horodyski,Dorothy Mcewen,37
Ruth Dupont,Daniel Kratz,12
Emma Fincham,Willie Robinson,20
Aaron Golden,Clair Vanduser,16
Norma Brooks,Norma Gallucci,58
John Connelly,Kimberly Sisson,48
Erin Arroyo,Marissa Bardin,5
Jeffrey Holland,Jeremy Rasmussen,19
Marilyn Mccauley,Angela Koval,99
Charles Wendell,Leah Davis,44
Carolyn Charles,Corrine Fielding,49
Miriam Redford,Edward Davis,75
Ranee Bowie,Andre Taylor,25
Eric Nordhoff,Joyce Hadden,84
Lois Lupkes,Carol Sanchez,93
Ralph Fields,Matthew Mcfarling,83
Kenneth Mcleod,John Birmingham,25
Donald Vitale,Dianne Larue,74
Maria Goff,Erik Patten,33
Paul Snover,Charles Garris,90
Quinton Harper,Elmo Lovell,43
Julie Mayo,Maria Monk,80
Patrica Jenkins,Barney Collier,73
Edgar Dailey,Damon Johnson,96
Timothy Goodwin,Jimmie Norman,58
David Espino,Lloyd Kirkland,69
Dominique Whitlock,Carolyn Clemons,85
David Franco,Hazel Roza,19
Helen Toland,Tiffany Stephens,99
Gerri Jones,Michael Janak,67
Richard Weinberg,Jodie Owens,87
Sheila Swanson,Roger Farrey,55
Jarrod Vickers,Alberta Pace,25
Jose Roades,Kyle Bennett,89
Agnes Robertson,Esther Lowe,57
Thomas Hoeppner,Lisa Mcbroom,27
Gertrude Lumpkin,Steve Thompson,55
Francis Belcher,Robert Gunn,88
Lewis Adams,Gary Martin,40
Pat Johnson,Ronald Emmons,55
Heather Silva,Curtis Carroll,0
Margaret Harris,Carol Hamilton,14
Rene Petrick,Harvey Ice,70
Frances Williams,Carlyn Russell,33
Jeffrey Hartl,Cynthia Jimenez,98
Ophelia Malcolm,Sharon Paugh,81
Callie Small,Anna Choe,59
Jeffrey Laprade,Steve Durr,23
Mae Holt,Charles Perry,58
James Hinson,Ashley Andrews,91
Pedro Schartz,Kevin Lyons,85
Paul Huff,Pauline Oldaker,35
Ashley Washington,Donna Jackson,74
Sherry Laplante,Mary Hogston,76
John Zana,Jared Fulton,46
Glenn Hanson,Terry Carpenter,78
Bobbie Walker,Lindsay Nelson,87
Raymond Vaughan,Joyce Hernandez,25
Emily Davis,Kenneth Abramek,2
Richard Panetta,Maurice Capito,94
Arlene Wright,Ernest Jones,99
Janet Dean,Lori Baker,86
Seth Kitzmiller,Grover Lovelace,63
Vicente Banks,Letha Creed,59
Cindy Duffy,Vaughn Knight,21
Stacey Portsche,Christopher Rentz,24
Gene Palmer,Wendy Romero,19
Emma Wright,Christen Lee,29
Aaron Rice,Norman Flock,36
Wilmer Larose,Pamela Morales,40
Lorraine Mcguire,Claudia Cann,50
Gerard Spillman,Josie Bradley,28
Melvin Hagan,Megan Mireles,39
Brian Galloway,Crystal Blow,85
Margaret Roberts,Martin Surina,34
Elizabeth Colbert,Estela Hanson,3
Margot Jackson,Wendy Blass,1
Phillip Lineberry,Gary Diberardino,52
Johnny Rudge,Mary Ryan,15
Derrick Hard,Eunice Morgan,83
Tracy Hamer,Brenda Vierra,95
Timothy Peterson,Alma Mulvihill,11
Helen Knott,Porsche Price,55
Kathleen Bledsoe,Adam Coombs,13
Carlos Killen,Ronald Mcroberts,49
David Delaney,Janice Cunningham,54
Patricia Budge,Connie Cashen,25
David Rush,Scott Hall,95
Martin Merrow,Heidi Herring,52
Hilda Hawkins,Jason Nieto,50
Eden Romero,Julie Smith,32
Sally Rogers,Romana Kintzel,16
Allison Wolfe,Joseph Whitehurst,50
Clifton Huston,Elizabeth Panter,59
Barry Robles,Michelle Fanning,70
Donald Navarro,Mattie Forman,4
Callie Mcanulty,Katie Ditzel,17
Sharon Jackson,Nancy Finley,53
June Perez,David Lee,24
Byron Szabo,Kenneth Peachey,91
Mike Ridgeway,Charles Goldstein,78
Walter Armstrong,Keith Fitzgerald,34
Wendy Howton,Henry Deep,87
Robert Hammond,Jose Morton,94
Shannon Lamp,Ernest Trammell,15
Nicole Vargas,Jenifer Delreal,92
Gary Berthiaume,Donna Collier,33
Dustin Butler,James Daugherty,30
Kenneth Fox,Nettie Hardaway,4
Dorothy Simmons,Kathleen Thomas,62
Beckie Lowe,Deborah Barbosa,69
Roy Franklin,Jennifer Tennant,0
Caleb Powers,Marlene Sumpter,29
Sheila Rentas,Peter Pantoja,72
Wilson Navejas,Jeffrey Shulz,96
Luann Womack,Sara Brown,20
Jacob Mckinney,Jeremy Kamuda,40
Jenna Kimbrough,James Harmon,16
Mary Weiss,Edgar Kennedy,87
Jon Amey,Linda Brooks,10
Pam Almodovar,George Mcgowan,94
Roslyn Roe,George Nell,87
Margaret Klein,Olivia Tiner,49
Henry Clayton,Marjorie Doherty,68
Alice Watson,Darryl Bruce,52
Doris Crawford,Paul Davis,14
Lannie Flynn,Ruth Boughton,15
Julie Deshayes,Maxine Clayborne,16
Mark Hunter,Donald White,93
Patricia Glessner,Neil Dean,80
Amy Pruitt,Darrell Poindexter,27
Stuart Kimbrough,Michael Rapa,51
Monique Sutton,Marian Duncan,31
Daisy Powers,Janice Vigo,40
William Preston,Felix Curley,26
Clifford Cookson,Roxie Tabisula,74
Becky Burns,Sharon Stacy,65
Catherine Picklesimer,Carolyn Bassler,3
Lisa Warmbier,Larry Bishop,1
David Mosley,Leona Colon,57
Kathleen Marr,David Hays,81
Stephen Barrett,Brent Mabe,4
Charlotte Ryan,Leo Roberts,78
Ashley Nealy,Christopher Madero,18
Keith Jeansonne,Phillip Stelly,47
Wendy Ingram,Michele Downs,62
Larry Dunn,Anita Lipsey,83
Katheryn Sanchez,Rafael Rodriguez,18
Barbara Prasad,Diana Nabb,12
Daniel Rios,James Coe,6
Zoila Debartolo,Catherine Malik,87
Helen Riebau,James Cowley,57
Janet Resnick,Keven Duarte,56
Maria Neer,Patricia Golding,73
Richard Turnbow,Laura Esterbrook,65
Laura Dismukes,Jack Roark,23
Scott Wear,Pauline Marashio,48
Claire Davis,Nancy Derosso,59
Clifford Parker,Brenda Hawkins,7
Gordon Moon,Jannette Hobbs,36
Mary Reves,Ashleigh Hill,12
Hubert Bauer,Robby Mcbride,77
Karen Dutton,David Costa,24
Alexis Horkey,Brian Wright,20
Mario Saucier,William Turrubiates,57
Ashley Michaels,John Robinson,51
Damian Miranda,Michael Karam,37
Gladys King,Wilma Emry,43
George Hagerty,James Bickel,34
Grace Johns,Betty Garza,98
Tamatha Watts,Edward Borke,58
Robert Morrison,Jackie Ludwig,2
Calvin Tribble,Alexander Teasley,43
Douglas Camp,Cody Sanborn,83
Ingeborg Dubay,Elizabeth Ojeda,22
Geraldine Hall,Charles Arthur,55
Lindsay Aviles,Willie Boswell,28
Daniel Dreessen,Larry Rush,2
Jerry Minnick,Jose Phillips,89
Michelle Wright,Jeanette Peters,27
Joseph Abbott,Edward Arsenault,88
Julie Whaley,Louis Walden,98
Clyde Wheeler,Ron Talerico,18
Terry Chisholm,Joseph Yanni,17
Thomas Murdock,Julia Schmidt,27
Emma Farmer,Agustin Dilworth,35
Mark Ratcliff,Robert Collins,77
Kevin Mccabe,Jonathon Mcthay,48
Michele Beers,Armando Williams,28
Julio Lau,William Parson,74
Robert Frazier,Jenna Sloan,26
Joshua Bassett,Tara Estrada,44
Roxanne Culp,Alfred Griffin,94
Isaac Weinberg,Dean Taylor,8
Michelle Bunker,Patrick Laford,51
Katherine Pomeroy,Grace Mcevoy,45
Ruthie Wigfall,Kimberly Harding,13
William Luke,Francis East,1
Gary Henderson,Mark Gordon,6
Sandra Schenk,Deborah Pomrenke,1
Cornelius Larochelle,Daniel Miller,54
Susan Fowler,Arthur Rojas,9
William Demarco,Joan Muraoka,100
Sarah Perron,Donna Cheney,35
Edward Glatt,Ruth Dyer,48
Michael Laporte,Steven Summers,96
Paula Miller,Dolores Deal,92
Charles Bingler,Maria Right,64
Jennifer Corbin,Paul Sanders,98
Stacie Bellantoni,Timothy Justice,58
Dale Reihl,Selma Kinder,65
Juana Moore,Stanley Harden,70
George Stitt,Lillie Marin,63
Mike Ferreira,Berta Reid,15
Nicole Dillon,James Reader,12
Anna Oiler,David Lemieux,72
Doris Novak,Carl Kiernan,67
Priscilla Rucker,Lynne Mitchell,52
Brian Herndon,Gina Garza,85
William Mcguffee,Anthony Dean,38
Bruce Camp,Charles Ragan,31
Tanya Fisher,Elsie Bellavance,18
Troy Bowden,Michael Thomas,91
Raymond Dowell,Amanda Hearne,11
John Trammel,Jackson Thompson,43
John Jones,Gloria Medina,54
Linda Hayhurst,Edna Courtney,13
Guy Harmon,Betty Mello,80
Gilberto Farris,Howard Hopkins,7
Virginia Napier,Kathleen Bogart,81
Jake Herd,Maria Colwell,25
Andy Gilkes,Ron Mancha,68
Sally Smith,Rosita Auston,13
Carl Bingham,William Ortiz,2
Keith Robinson,John Lord,15
Vickie Friedly,Jeff Wolf,89
Martha Labonte,Karen Pearce,33
Jeffrey Barnett,Don Leboeuf,55
Glenn Watson,Linda Charles,10
Alexander Wilson,Barbara Coffey,78
Bridget Burel,Jeanne Davison,59
Alexandria Casey,Sharon Archambault,76
Rickie Bramlet,Jimmy Lee,16
Kathryn Lewis,Della Haley,88
Ling Patterson,Ernesto Moore,44
Derrick Chapman,Al Clark,97
Adriana Adams,Crystal Panza,8
Kathryn Grant,Jon Frost,68
Paul Luster,Joe Favuzza,87
Tim Yee,Madeline Nuttall,40
Sean Harris,Tanya Rosario,84
Jennifer Sollars,Yolanda Turner,48
Marilyn Teodoro,Tanya Kmiotek,100
George Stice,Zachary Hughes,72
Angela Barnes,Nicole Shockley,41
Allan Montgomery,Tena Gang,72
Shannon Mcnorton,Rebecca Braud,41
Connie Ballard,Richard Regan,33
Susan Mckenzie,Arthur Marsh,42
Keith Rollins,Nicholas Wyland,39
Cheryl Green,Janet Laday,27
John Behring,Le Ballou,55
Jon Wynne,Julie Simpson,5
Walter Aleman,Robert Martinson,97
Denise Folkers,Dexter Mace,28
Paul Reddick,Tyrone Pierson,2
Charles Watson,Tiffany Bloomquist,97
Denise Holmes,Richard Hopper,23
Franchesca Bettencourt,Christopher Early,31
Luther Barajas,Cindy Hardin,64
Emma Davis,Brian Powell,78
Wilbur Little,Jamie Rhodes,1
Eugene Davis,Sherry Milton,94
Henry Orgill,Stacy Cummings,87
Vincent Demars,Tamara Czarnota,19
Jeremy Mclauglin,Charlene Holden,43
Amanda Ramos,Ashley Miller,33
Laura Choy,Diane Anderson,0
Matthew Moravek,Mary Westcott,52
Kenneth Trahan,Maria Yates,45
Eugene Robbins,Vera Dicostanzo,41
Michael Gent,Lila May,78
Thomas Lumpkin,Kimberly Lack,67
Kristina Perez,Pamela Newsome,88
Sean Soehl,Francis Clay,57
Tamara Hoffman,Nathan Deloach,6
Amy Iles,Michele Francois,82
Jacob Ruiz,Juanita Shrader,99
Steven Johnson,Dinah Delapaz,25
Wanda Palmer,Joyce Babineau,51
Ray Pierson,Frank Mitchell,87
Erin Marquez,Virginia Hannah,21
Donald Nguyen,Eugenia Kuykendall,72
Andy Abbott,Beth King,15
Alice Padilla,Larry Jones,83
Darrin Galloway,Edith Hesler,77
Amelia Butler,Nathaniel Schwartzkopf,78
Alma Wilson,Shannon Manzanares,6
Darlene Bird,Linda Lopez,82
Cindi Hopkins,Maryann Banks,14
Mary Paviolitis,Brian Bealer,47
Karl Lat,Robert Rainey,39
Patrick Green,Robert Rippelmeyer,38
Marchelle Noland,Peter Digangi,93
Kenneth Walstrum,Verdell Roberson,60
Henry Johnson,Ruth Lee,86
Philip Barrick,Reginald Hanauer,13
Jackie Markis,Amy Estrada,9
Cassidy Bates,Ruth Powell,94
Carolyn Espinoza,Carla Dixon,39
Nancy Capaldi,Eulalia Clark,51
Daniel Rivera,Bernadine Johnson,81
Jason Carter,Candace Owen,48
Dorothy Carrick,Dana Hanna,52
Kimberley Bahena,Maria Williamson,12
Betty Cortez,Lucile Cline,70
Nelda Ortega,Gretchen Hollis,75
Farrah George,Shirley Mitchell,14
Samuel Orloff,David Farrell,7
Carol Kruckenberg,Michelle Rice,100
Charlette George,Jack Grubb,58
Shannon Ellis,Ladonna Jones,12
Robert Ellis,Herbert Williams,20
William Rice,Maxine Chappell,6
Glenn Cooper,Allison Muzzey,82
Susan Granada,James Troutman,7
Ashley Pringle,Judy King,11
Susana Guel,William Raines,55
Jay James,Stefanie Truong,31
William Merritt,Phillip Roberson,15
Charles Weston,Shellie Engle,62
Christina Trowbridge,Walter Steadman,85
Donald Jones,Sybil Milner,42
Andrea Ray,Larry Jacob,5
Glen Baldwin,Joan Charles,90
Bonnie Jones,Lee Moody,76
Anthony Leone,Delores Porter,35
William Bundy,Brett Howard,66
Clarence President,Jenna Nyman,43
Catalina Williams,Terry Walker,54
Eugene Stangle,Esther Disalvo,98
Elizabeth Bohannon,Ann Wilner,99
Antonio Julien,Samuel Shea,94
Jimmy Ridenour,Arthur Meggs,51
Kim Hicks,Tequila Davila,60
Edward Ryan,Alicia Neilson,31
Richard Boone,Ronald Coleman,63
Helen Jacobo,Daniel Williams,95
Clarissa Zamora,Elizabeth Cannon,97
John Bundy,Sara Jensen,48
Carol Stewart,Rebecca Lucero,91
Katherine Owens,Roy Patrick,42
Amy Lamantia,William Haynes,31
Floyd Drye,Dan Abercrombie,46
Chris Teal,Caroline Stroth,52
Marsha Paulsen,Danny Geary,59
Patrick Scruggs,Vincent Miller,73
James Gambrel,Stacey Johnston,69
Delilah Reid,Opal Maltba,75
Mary Price,Clarence Deleon,13
Joann Lenard,Ben Walters,23
Henry Cole,Frank Burton,51
George Davis,Marvin Nadal,74
Timothy Ramos,James Shutt,50
Carolyn Clay,Stephanie Nolie,95
Laura Leutwiler,Keith Heyman,20
Joshua Arend,Paul Neal,43
Patricia Frost,Robert Menzies,44
David Moskovitz,Ignacio Ansley,8
William Coachman,Deirdre Rush,23
Boris Swanson,Pearl Hayes,73
Karla Chavis,Kimberly Villela,34
Leroy Larson,Yvette Carter,1
Steven Deponte,Helen Epperson,3
Rosemary Perrucci,Barbara Matteson,35
Elizabeth Sparks,Gene Geer,63
Bradley Dade,Ronnie Butler,55
Eugene Young,Torri Wilson,46
James Lawton,Gloria Shelton,39
Sharon Kivett,Pauline Tse,52
Jennifer Cornett,Richard Maynard,6
Bobby Cote,Jimmy Jordan,39
Michael Lemons,Sylvia Hall,94
Oscar Kassin,Linda Nash,18
Morgan Harvell,William Blankenship,5
Willie Chandler,Harold Sake,79
Justin Mcdonald,Janice Perkins,97
Helen Burrows,Patrick Attaway,59
Jeffery Gamble,Jesse Spooner,96
David Parris,Joseph Meier,65
Vernon Stalling,John Koroma,68
Candelaria Delrosario,Faye Rucker,93
Robert Bolte,Michelle Stroud,92
Mary Jones,Jonathan Hughes,74
Emma Campbell,Mattie Wiley,13
Sybil Hale,Rita Davis,81
Pauline Fox,Hollis Ritter,45
Juan Whitmire,Shaun Arrington,88
Terry Curtis,Rosemary Gonzalez,38
Adam Barnett,Helen Schauble,23
David Jennings,Stanley Andersen,85
David Whiting,Carmine Seymour,72
Stephanie Mudge,Stephanie Draughn,36
Wanda Mendoza,Megan Antonelli,30
Michelle Rivera,Carlton Sullivan,24
Michael Picard,Patricia Marshall,70
Elmo Knight,Betty Pressley,62
Josephine Gray,Ruby Turner,78
Natasha Mitchell,Eugene Anderson,72
Robin Agnes,Gordon Interrante,24
Rodney Pantoni,David Stockton,22
Bessie Cavaretta,Jesus Ussery,13
Rita Hickman,Stephanie Trasher,79
Israel Taylor,Gail Solomon,97
Bridgette Cook,William Naylor,40
Sid Carroll,Linda Crouse,40
Peter Wilson,Bradley Guercio,32
Steven Starbuck,Maxine Coyle,53
Serena Dow,Gwendolyn Ash,53
Johnnie Sheppard,Jonathan Ragone,79
Xavier Fortenberry,Pat Miller,3
Steven Weldon,Lois Zhao,31
Heather Tomassi,Katherine Jones,19
Johanna Bierman,Ida Herrera,54
Valerie Lammers,Dora Edwards,67
Nicholas Crandall,Donna Rettig,62
Kimberly Clement,Todd Bengel,36
Gary Fulghum,Timothy Cumming,69
Paula Keck,Daniel Venhorst,55
David Cartwright,Amanda Rutherford,37
Calvin Elmore,Arlene Childs,32
Cleopatra Long,Janet Kahn,65
Brittany Mize,Kendrick Pleva,15
Carol Chua,Richard Beasley,5
Shelton Sheehan,Gerald Feaster,71
Aaron Vallejo,George Waymire,27
David Mitchell,Eula Reiss,100
Russell Hale,Bessie Pinsonnault,29
David Reynalds,Andrew Lopeman,81
Peter Platt,Mary Andrews,49
Florence May,Larry Watts,30
Shirley Welch,Mary Monaco,100
Kevin Delgado,William Patterson,0
Doris Head,Barbara Corbin,25
Lydia Brown,Raymond Salazar,79
Alex Duffy,Sylvia Campbell,43
Annabelle Desanctis,Tuyet Quarles,44
Stephen Wymer,Dorothy Morris,32
Don Mcconnell,Sharon Herren,48
Stephanie Politte,George Penoyer,32
Richard Limon,Jacqueline Merkerson,70
Nicholas Nordstrom,Raymond Grabowski,11
Olivia Culverhouse,Debra Harvey,45
Gerald Morris,Maureen Comfort,27
Susan Olson,Penny Martin,18
Darnell Kirk,Patsy Beck,95
Douglas Suggs,Tyler Osborne,88
Octavia Gordon,Nina Diggs,89
Esther Giambra,Heidi Holben,43
Margaret Decesare,James Gallucci,79
Mark Landres,Dante Zepeda,100
Judith Miller,George Daffin,42
Dennis Lindstrom,Mary Tunson,10
Nancy Cox,Gene Quintero,64
Pedro Langdon,Ronald Smith,25
Kim Ward,Felipe Dollar,97
John Godwin,Elaine Rowland,3
Alaine Call,Marlin Setzer,17
Danial Bassett,Betty Myrick,0
Jennifer Leonard,Chery Jacoby,9
Steven Slavens,Regina Dayton,72
Kelsie Williams,Dawn Langholz,86
Anne Aponte,Nancy Smolka,13
Mitchell Nelson,Nia Penny,35
Annie Emmons,Shauna Singh,95
Justin Snyder,Rita Fields,42
Latonya Tobias,Douglas Reed,44
