From Artist,To Artist,Weight
40mP,Dixie Flatline,43
40mP,iroha(sasaki),44.5
40mP,livetune,48.5
40mP,AVTechNO!,38
40mP,sasakure.UK,49
40mP,EasyPop,23.5
40mP,doriko,23.5
40mP,OSTER project,43
40mP,Re:nG,23.5
40mP,164,47
40mP,PolyphonicBranch,23.5
40mP,Last Note.,43.5
40mP,monaca:factory,23.5
40mP,Aiobahn,50
40mP,IA,23.5
40mP,daniwellP,23.5
40mP,buzzG,23.5
40mP,Clean Tears,23.5
40mP,Mikumix,23.5
6ixshotz,Channel5 Jdub,22
6ixshotz,YTN LIL GREG,26.5
6ixshotz,Channel 5 Jdub,22
6ixshotz,MurdaGang PB,28.5
6ixshotz,MeezyMainee,20
6ixshotz,GGO Kurt,24.5
6ixshotz,NCG Kenny B,21
6ixshotz,pmg God,34
6ixshotz,NCG MadMaxx,23.5
6ixshotz,88Dub,10
6ixshotz,Jose Recclezz,10
6ixshotz,KlayD,10
6ixshotz,Plug Brudaz,10
6ixshotz,Bedo,36
6ixshotz,Gm Coca,10
6ixshotz,BFG Straap,10
6ixshotz,LilRonnie FYG,10
6ixshotz,TSlick 4E,20.5
6ixshotz,Boogotti Kasino,26
6ixshotz,Numbaa 7,27
7ORDER,高野洸,19.5
7ORDER,ヒプノシスマイク -D.R.B- Rule the Stage(The Dirty Dawg),19.5
7ORDER,錦戸 亮,19.5
7ORDER,KAT-TUN,44
7ORDER,ヒプノシスマイク -D.R.B- Rule the Stage (Buster Bros!!!),19.5
7ORDER,M!LK,19.5
7ORDER,原因は自分にある。,19.5
7ORDER,Jin Akanishi,41
7ORDER,円神,19.5
7ORDER,Bullet Train,19.5
7ORDER,ヒプノシスマイク -D.R.B- Rule the Stage (どついたれ本舗),19.5
7ORDER,ヒプノシスマイク -D.R.B- Rule the Stage (Fling Posse),19.5
7ORDER,OWV,19.5
7ORDER,BUDDiiS,19.5
7ORDER,二宮和也,42.5
7ORDER,SUPER★DRAGON,19.5
7ORDER,櫻井 翔,40
7ORDER,Sakurashimeji,19.5
7ORDER,矢野健太 starring Satoshi Ohno,19.5
7ORDER,King of Ping Pong,19.5
9mm Parabellum Bullet,Straightener,50
9mm Parabellum Bullet,Base Ball Bear,51
9mm Parabellum Bullet,ACIDMAN,48
9mm Parabellum Bullet,the HIATUS,45
9mm Parabellum Bullet,the telephones,41
9mm Parabellum Bullet,DOPING PANDA,44
9mm Parabellum Bullet,The Mirraz,41
9mm Parabellum Bullet,BEAT CRUSADERS,48.5
9mm Parabellum Bullet,LUNKHEAD,39.5
9mm Parabellum Bullet,Fujifabric,55.5
9mm Parabellum Bullet,UNCHAIN,47.5
9mm Parabellum Bullet,LAST ALLIANCE,47
9mm Parabellum Bullet,THE NOVEMBERS,44.5
9mm Parabellum Bullet,ELLEGARDEN,53.5
9mm Parabellum Bullet,MAN WITH A MISSION,56.5
9mm Parabellum Bullet,ASIAN KUNG-FU GENERATION,58
9mm Parabellum Bullet,Chatmonchy,52.5
9mm Parabellum Bullet,10-FEET,42
9mm Parabellum Bullet,amazarashi,55.5
9mm Parabellum Bullet,THE BAWDIES,44
#NAME?,Xavier Wulf,37
#NAME?,Fat Nick,37
#NAME?,Pouya,37
#NAME?,Cameron Azi,37
#NAME?,$uicideboy$,37
#NAME?,Idontknowjeffery,37
#NAME?,Killstation,37
#NAME?,Bill $Aber,37
#NAME?,OmenXIII,37
#NAME?,gizmo,37
#NAME?,Wavy Jone$,37
#NAME?,ITSOKTOCRY,37
#NAME?,Craig Xen,37
#NAME?,Fukkit,37
#NAME?,Yunggoth✰,37
#NAME?,Yung Pinch,37
#NAME?,Danger Incorporated,37
#NAME?,Ghostemane,37
#NAME?,Sybyr,37
#NAME?,PRXJEK,37
A crow is white,DADARAY,37
A crow is white,NakamuraEmi,16.5
A crow is white,Sayonara Ponytail,36.5
A crow is white,MOSHIMO,34
A crow is white,WAKUSEI ABNORMAL,16.5
A crow is white,negoto,35
A crow is white,Shiggy Jr.,16.5
A crow is white,Regal Lily,39
A crow is white,YAKUSHIMARU Etsuko,39
A crow is white,Soutaiseiriron,41.5
A crow is white,AKAIKO-EN,38.5
A crow is white,ORESAMA,16.5
A crow is white,Mashinomi,16.5
A crow is white,Lie and a Chameleon,16.5
A crow is white,yonige,38.5
A crow is white,WEDNESDAY CAMPANELLA,16.5
A crow is white,BRADIO,43.5
A crow is white,POP ART TOWN,16.5
A crow is white,UNCHAIN,38.5
A crow is white,POLKADOT STINGRAY,44.5
AAA,Mizuki Ohira,44
AAA,YonYon,48
AAA,Asako Toki,49.5
AAA,ODD Foot Works,42.5
AAA,Satoko Shibata,42
AAA,CHIAKI SATO,45
AAA,Yogee New Waves,47.5
AAA,ROTH BART BARON,49
AAA,D.A.N.,43.5
AAA,ASOBOiSM,43.5
AAA,Lucky Kilimanjaro,50.5
AAA,Tomita Lab.,46
AAA,Izumi Makura,42.5
AAA,Hitsujibungaku,51.5
AAA,Tempalay,50
AAA,MONONKVL,45.5
AAA,THREE1989,44.5
AAA,Ayano Kaneko,50.5
AAA,TENDRE,51.5
AAA,cero,61
ACIDMAN,Straightener,46
ACIDMAN,the HIATUS,39
ACIDMAN,Base Ball Bear,47
ACIDMAN,9mm Parabellum Bullet,48
ACIDMAN,DOPING PANDA,38
ACIDMAN,BEAT CRUSADERS,42.5
ACIDMAN,the telephones,35
ACIDMAN,UNCHAIN,41.5
ACIDMAN,LUNKHEAD,33.5
ACIDMAN,Fujifabric,51.5
ACIDMAN,10-FEET,36
ACIDMAN,LOW IQ 01,19.5
ACIDMAN,ELLEGARDEN,48.5
ACIDMAN,LAST ALLIANCE,41
ACIDMAN,MO'SOME TONEBENDER,19.5
ACIDMAN,Chatmonchy,48.5
ACIDMAN,The Mirraz,35
ACIDMAN,ART-SCHOOL,41.5
ACIDMAN,Veltpunch,36
ACIDMAN,B-DASH,19.5
AKAIKO-EN,ハヌマーン,21
AKAIKO-EN,andymori,44
AKAIKO-EN,the telephones,36.5
AKAIKO-EN,Base Ball Bear,44.5
AKAIKO-EN,Straightener,43.5
AKAIKO-EN,Arukara,38.5
AKAIKO-EN,Fujifabric,49
AKAIKO-EN,SAKANAMON,41.5
AKAIKO-EN,Chatmonchy,46
AKAIKO-EN,OKAMOTO'S,45.5
AKAIKO-EN,ART-SCHOOL,43
AKAIKO-EN,KEYTALK,44.5
AKAIKO-EN,Creep Hyp,56
AKAIKO-EN,Number Girl,43
AKAIKO-EN,The Mirraz,38.5
AKAIKO-EN,Age Factory,21
AKAIKO-EN,People In The Box,42
AKAIKO-EN,androp,45
AKAIKO-EN,tricot,21
AKAIKO-EN,THE NOVEMBERS,39
AKB48,Nogizaka46,62.5
AKB48,SKE48,28.5
AKB48,NGT48,47
AKB48,Mayu Watanabe,28.5
AKB48,Tomomi Itano,28.5
AKB48,#NAME?,66.5
AKB48,NMB48,28.5
AKB48,Keyakizaka46,57
AKB48,Momoiro Clover Z,55.5
AKB48,Atsuko Maeda,28.5
AKB48,HKT48,28.5
AKB48,Sayaka Yamamoto,28.5
AKB48,French Kiss,28.5
AKB48,Leo Ieiri,56
AKB48,Kumi Koda,58
AKB48,miwa,57
AKB48,Shiritsu Ebisu Chugaku,28.5
AKB48,AAA,54
AKB48,DIVA,28.5
AKB48,SEKAI NO OWARI,61.5
ALI,Brandy,41
ALI,Keyshia Cole,41
ALI,Kelly Rowland,41
ALI,Robin Thicke,41
ALI,Aaliyah,41
ALI,Jazmine Sullivan,41
ALI,Monica,41
ALI,Toni Braxton,41
ALI,Fantasia,41
ALI,Destiny's Child,41
ALI,Faith Evans,41
ALI,Tamia,41
ALI,Amerie,41
ALI,Keri Hilson,41
ALI,Ms. Lauryn Hill,41
ALI,Mary J. Blige,41
ALI,Mýa,41
ALI,Jill Scott,41
ALI,Jennifer Hudson,41
ALI,Ashanti,41
ALLBLACK,Yankie,28
ALLBLACK,B-Free,28
ALLBLACK,Nef The Pharaoh,56.5
ALLBLACK,G Perico,61.5
ALLBLACK,Drakeo the Ruler,63
ALLBLACK,JJK,28
ALLBLACK,Mad Clown,28
ALLBLACK,Soul Company,28
ALLBLACK,Loptimist,28
ALLBLACK,Loquence,28
ALLBLACK,Jerry.K,28
ALLBLACK,DJ SOn,28
ALLBLACK,Junggigo,28
ALLBLACK,DaBoii,60
ALLBLACK,SOB X RBE,59.5
ALLBLACK,Mild Beats,28
ALLBLACK,Pinodyne,28
ALLBLACK,Fana,28
ALLBLACK,Philthy Rich,28
ALLBLACK,Kamaiyah,58.5
ARASHI,Gen Hoshino,68
ARASHI,sakanaction,67
ARASHI,UNISON SQUARE GARDEN,63
ARASHI,AAA,59.5
ARASHI,The Sharehappi from J Soul Brothers III from EXILE TRIBE,48
ARASHI,KAT-TUN,57.5
ARASHI,Kenshi Yonezu,70.5
ARASHI,二宮和也,57
ARASHI,櫻井 翔,54.5
ARASHI,相葉雅紀,54
ARASHI,FUNKY MONKEY BABYS,34
ARASHI,大野智,55.5
ARASHI,松本潤,54
ARASHI,YUZU,65
ARASHI,E-girls,59.5
ARASHI,GReeeeN,68
ARASHI,EXILE,58.5
ARASHI,Little Glee Monster,65
ARASHI,KOBUKURO,64.5
ARASHI,Nogizaka46,68
ART-SCHOOL,Low Island,21
ART-SCHOOL,Lyves,21
ART-SCHOOL,Tusks,21
ART-SCHOOL,Kinnship,21
ART-SCHOOL,Arctic Lake,21
ART-SCHOOL,Brooke Bentham,21
ART-SCHOOL,Lo Moon,21
ART-SCHOOL,So Below,21
ART-SCHOOL,Tuvaband,21
ART-SCHOOL,Mt. Wolf,21
ART-SCHOOL,Klangstof,21
ART-SCHOOL,Zola Blood,21
ART-SCHOOL,Many Voices Speak,21
ART-SCHOOL,Henry Green,21
ART-SCHOOL,Two People,21
ART-SCHOOL,Beacon,21
ART-SCHOOL,IDER,21
ART-SCHOOL,Jadu Heart,21
ART-SCHOOL,Keep Shelly In Athens,21
ART-SCHOOL,HÆLOS,21
ASIAN KUNG-FU GENERATION,Base Ball Bear,55
ASIAN KUNG-FU GENERATION,Straightener,54
ASIAN KUNG-FU GENERATION,BEAT CRUSADERS,54.5
ASIAN KUNG-FU GENERATION,9mm Parabellum Bullet,58
ASIAN KUNG-FU GENERATION,Chatmonchy,56.5
ASIAN KUNG-FU GENERATION,Fujifabric,59.5
ASIAN KUNG-FU GENERATION,ACIDMAN,53
ASIAN KUNG-FU GENERATION,NICO Touches the Walls,63.5
ASIAN KUNG-FU GENERATION,ELLEGARDEN,57.5
ASIAN KUNG-FU GENERATION,the HIATUS,51
ASIAN KUNG-FU GENERATION,DOES,60.5
ASIAN KUNG-FU GENERATION,LAST ALLIANCE,53
ASIAN KUNG-FU GENERATION,Aqua Timez,63.5
ASIAN KUNG-FU GENERATION,ORANGE RANGE,65
ASIAN KUNG-FU GENERATION,BACK-ON,59
ASIAN KUNG-FU GENERATION,UVERworld,31.5
ASIAN KUNG-FU GENERATION,amazarashi,62.5
ASIAN KUNG-FU GENERATION,MAN WITH A MISSION,63.5
ASIAN KUNG-FU GENERATION,DOPING PANDA,50
ASIAN KUNG-FU GENERATION,OKAMOTO'S,56
ASOBOiSM,Mizuki Ohira,37.5
ASOBOiSM,sooogood!,18
ASOBOiSM,Neighbors Complain,18
ASOBOiSM,SARA-J,18
ASOBOiSM,the engy,18
ASOBOiSM,CIRRRCLE,18
ASOBOiSM,AKKOGORILLA,18
ASOBOiSM,YonYon,42.5
ASOBOiSM,AAAMYYY,18
ASOBOiSM,Asako Toki,44
ASOBOiSM,MONONKVL,40
ASOBOiSM,THREE1989,39
ASOBOiSM,ODD Foot Works,37
ASOBOiSM,Furui Riho,18
ASOBOiSM,DJ HASEBE,18
ASOBOiSM,pinoko,18
ASOBOiSM,ぷにぷに電機,18
ASOBOiSM,MALIYA,18
ASOBOiSM,UEBO,18
ASOBOiSM,Soulflex,18
AVTechNO!,Dixie Flatline,34
AVTechNO!,iroha(sasaki),35.5
AVTechNO!,40mP,38
AVTechNO!,monaca:factory,13.5
AVTechNO!,Re:nG,13.5
AVTechNO!,EasyPop,13.5
AVTechNO!,ELECTROCUTICA,13.5
AVTechNO!,DECO*27,45.5
AVTechNO!,millstones,13.5
AVTechNO!,164,35
AVTechNO!,Clean Tears,13.5
AVTechNO!,daniwellP,13.5
AVTechNO!,livetune,36.5
AVTechNO!,sasakure.UK,40
AVTechNO!,Kiichi,13.5
AVTechNO!,DATEKEN,13.5
AVTechNO!,whoo,13.5
AVTechNO!,OSTER project,34
AVTechNO!,TakeponG,13.5
AVTechNO!,Sevencolors,13.5
Ai Otsuka,Kumi Koda,56
Ai Otsuka,Hitomi Shimatani,25.5
Ai Otsuka,Yuna Ito,25.5
Ai Otsuka,Mika Nakashima,55.5
Ai Otsuka,Ayumi Hamasaki,25.5
Ai Otsuka,Mao Abe,51.5
Ai Otsuka,miwa,54
Ai Otsuka,Do As Infinity,51.5
Ai Otsuka,ayaka,56.5
Ai Otsuka,Mihimaru GT,51.5
Ai Otsuka,Every Little Thing,52.5
Ai Otsuka,Kaela Kimura,50.5
Ai Otsuka,Nanase Aikawa,25.5
Ai Otsuka,HY,58
Ai Otsuka,Crystal Kay,53
Ai Otsuka,Superfly,55.5
Ai Otsuka,SPEED,25.5
Ai Otsuka,YUI,25.5
Ai Otsuka,hitomi,25.5
Ai Otsuka,Sakurako Ohara,49.5
Aiba Masaki,Kenta Yano starring Satoshi Ohno,8
Aiba Masaki,松本潤,24.5
Aiba Masaki,大野智,26
Aiba Masaki,相葉雅紀,24.5
Aiba Masaki,二宮和也,27.5
Aiba Masaki,櫻井 翔,25
Aiba Masaki,KAT-TUN,28
Aiba Masaki,矢野健太 starring Satoshi Ohno,4.5
Aiba Masaki,Koichi Domoto,21
Aiba Masaki,ARASHI,39.5
Aiba Masaki,Tomohisa Yamashita,4.5
Aiba Masaki,Jin Akanishi,26
Aiba Masaki,RYO NISHIKIDO,4.5
Aiba Masaki,渋谷すばる,4.5
Aiba Masaki,Masaki Suda,37.5
Aiba Masaki,7ORDER,25
Aiba Masaki,w-inds.,27
Aiba Masaki,Tsuyoshi Domoto,4.5
Aiba Masaki,ENDRECHERI,4.5
Aiba Masaki,Tomohisa Yamashita,4.5
Aimer,CHiCO with HoneyWorks,68.5
Aimer,miwa,69.5
Aimer,Leo Ieiri,64.5
Aimer,EGOIST,68.5
Aimer,Shota Shimizu,70
Aimer,Mika Nakashima,66
Aimer,SawanoHiroyuki[nZk]:Aimer,60
Aimer,Eir Aoi,69
Aimer,Nogizaka46,71
Aimer,SPYAIR,69.5
Aimer,ClariS,66
Aimer,Rei Yasuda,63.5
Aimer,supercell,63
Aimer,Luna Haruna,62.5
Aimer,ayaka,67
Aimer,SawanoHiroyuki[nZk],65.5
Aimer,Konomi Suzuki,65.5
Aimer,Kalafina,64.5
Aimer,SEKAI NO OWARI,71
Aimer,MYTH & ROID,67
Aiobahn,Hachioji P,50.5
Aiobahn,Synthion,25.5
Aiobahn,YUC'e,25.5
Aiobahn,Yunosuke,25.5
Aiobahn,HoneyComeBear,25.5
Aiobahn,Trifect,25.5
Aiobahn,AIKA,25.5
Aiobahn,Nyarons,25.5
Aiobahn,KOTONOHOUSE,25.5
Aiobahn,cute girls doing cute things,25.5
Aiobahn,40mP,50
Aiobahn,電音部,25.5
Aiobahn,Milkoi,25.5
Aiobahn,Kirara Magic,25.5
Aiobahn,Neko Hacker,25.5
Aiobahn,Android52,25.5
Aiobahn,fusq,25.5
Aiobahn,Ayiko,25.5
Aiobahn,Kizuna AI,25.5
Aiobahn,Nanahira,25.5
Akio Izutsu,Naoki Sato,12
Akio Izutsu,Ken Arai,12
Akio Izutsu,Yugo Kanno,45
Akio Izutsu,Takayuki Hattori,12
Akio Izutsu,Ryo Yoshimata,12
Akio Izutsu,Akira Senju,12
Akio Izutsu,Yu Takami,12
Akio Izutsu,Taro Iwashiro,12
Akio Izutsu,平井真美子,12
Akio Izutsu,Yusuke Honma,12
Akio Izutsu,Masaru Yokoyama,12
Akio Izutsu,Akihiko Matsumoto,12
Akio Izutsu,☆Taku Takahashi,12
Akio Izutsu,Kenji Kawai,12
Akio Izutsu,Hideakira Kimura,12
Akio Izutsu,Yasuharu Konishi,12
Akio Izutsu,Kiyoshi Yoshida,12
Akio Izutsu,NIYARI計画,12
Akio Izutsu,Takatsugu Muramatsu,12
Akio Izutsu,Crimson Craftsman,12
Antonio Vivaldi,Arcangelo Corelli,36.5
Antonio Vivaldi,Franz Schubert,71
Antonio Vivaldi,Johann Sebastian Bach,80.5
Antonio Vivaldi,Claude Debussy,73.5
Antonio Vivaldi,Wolfgang Amadeus Mozart,76.5
Antonio Vivaldi,George Frideric Handel,74
Antonio Vivaldi,Franz Joseph Haydn,67.5
Antonio Vivaldi,Ludwig van Beethoven,75
Antonio Vivaldi,Tomaso Albinoni,36.5
Antonio Vivaldi,Luigi Boccherini,36.5
Antonio Vivaldi,Henry Purcell,36.5
Antonio Vivaldi,Enrico Onofri,36.5
Antonio Vivaldi,I Musici,36.5
Antonio Vivaldi,Il Giardino Armonico,36.5
Antonio Vivaldi,Johann Bach,36.5
Antonio Vivaldi,Giuseppe Verdi,36.5
Antonio Vivaldi,Giacomo Puccini,36.5
Antonio Vivaldi,César Franck,36.5
Antonio Vivaldi,Frédéric Chopin,36.5
Antonio Vivaldi,Ottorino Respighi,64.5
Antonín Dvořák,Edvard Grieg,65.5
Antonín Dvořák,Frédéric Chopin,31
Antonín Dvořák,Johannes Brahms,67.5
Antonín Dvořák,George Frideric Handel,65.5
Antonín Dvořák,Ludwig van Beethoven,70.5
Antonín Dvořák,Felix Mendelssohn,64
Antonín Dvořák,Claude Debussy,69
Antonín Dvořák,Franz Schubert,66.5
Antonín Dvořák,Georges Bizet,63
Antonín Dvořák,Wolfgang Amadeus Mozart,72
Antonín Dvořák,Johann Sebastian Bach,72
Antonín Dvořák,Richard Wagner,31
Antonín Dvořák,Robert Schumann,65
Antonín Dvořák,George Gershwin,58.5
Antonín Dvořák,Giuseppe Verdi,31
Antonín Dvořák,Johann Strauss II,31
Antonín Dvořák,Sergei Rachmaninoff,66
Antonín Dvořák,Aram Khachaturian,31
Antonín Dvořák,Edward Elgar,31
Antonín Dvořák,Frederick Delius,31
Aqua Timez,ORANGE RANGE,60.5
Aqua Timez,UVERworld,27
Aqua Timez,Ikimonogakari,63
Aqua Timez,FLOW,68.5
Aqua Timez,BACK-ON,54.5
Aqua Timez,NICO Touches the Walls,59
Aqua Timez,Home Made Kazoku,51.5
Aqua Timez,Abingdon Boys School,27
Aqua Timez,HIGH and MIGHTY COLOR,27
Aqua Timez,SPYAIR,58.5
Aqua Timez,ROOKiEZ is PUNK'D,53.5
Aqua Timez,D-51,27
Aqua Timez,Stereopony,27
Aqua Timez,SCANDAL,27
Aqua Timez,flumpool,54.5
Aqua Timez,SunSet Swish,27
Aqua Timez,DOES,56
Aqua Timez,Monkey Majik,27
Aqua Timez,Akeboshi,27
Aqua Timez,SPLAY,27
Arukara,AKAIKO-EN,38.5
Arukara,ハヌマーン,16.5
Arukara,KEYTALK,40
Arukara,SAKANAMON,34
Arukara,cinema staff,16.5
Arukara,9mm Parabellum Bullet,43
Arukara,The Mirraz,32
Arukara,the telephones,34
Arukara,Good Morning America,33
Arukara,THE BACK HORN,39
Arukara,Straightener,39
Arukara,BIGMAMA,35.5
Arukara,Base Ball Bear,40
Arukara,LUNKHEAD,31.5
Arukara,plenty,31.5
Arukara,A crow is white,34
Arukara,GOOD ON THE REEL,33.5
Arukara,the band apart,16.5
Arukara,ACIDMAN,37
Arukara,Tsubakiya Shijuso,16.5
Asako Toki,Mizuki Ohira,43.5
Asako Toki,AAAMYYY,24
Asako Toki,Natsuko Nisshoku,24
Asako Toki,THE CHARM PARK,24
Asako Toki,Satoko Shibata,41.5
Asako Toki,Kitri,24
Asako Toki,Lucky Kilimanjaro,50
Asako Toki,Emi Okamoto,24
Asako Toki,THREE1989,45
Asako Toki,Izumi Makura,42
Asako Toki,Ayano Kaneko,50
Asako Toki,kiki vivi lily,24
Asako Toki,Taichi Mukai,24
Asako Toki,ASOBOiSM,44
Asako Toki,Tomita Lab.,45.5
Asako Toki,macico,24
Asako Toki,CHIAKI SATO,45.5
Asako Toki,竹内アンナ,24
Asako Toki,YONA YONA WEEKENDERS,24
Asako Toki,TENDRE,49
Awesome City Club,LUCKY TAPES,58.5
Awesome City Club,FIVE NEW OLD,56.5
Awesome City Club,TENDRE,56
Awesome City Club,Nulbarich,59
Awesome City Club,Suchmos,56.5
Awesome City Club,I Don't Like Mondays.,59
Awesome City Club,iri,61
Awesome City Club,SPiCYSOL,58
Awesome City Club,Ohashi Trio,56.5
Awesome City Club,sakanaction,65
Awesome City Club,Lucky Kilimanjaro,58
Awesome City Club,Yogee New Waves,55
Awesome City Club,SHISHAMO,59.5
Awesome City Club,never young beach,55.5
Awesome City Club,ReN,70.5
Awesome City Club,にしな,31
Awesome City Club,eill,60.5
Awesome City Club,WurtS,61
Awesome City Club,池田智子 × TENDRE,31
Awesome City Club,tonun,55.5
Ayaka Hirahara,Mihimaru GT,49.5
Ayaka Hirahara,ayaka,54.5
Ayaka Hirahara,May J.,65
Ayaka Hirahara,Crystal Kay,51
Ayaka Hirahara,Yo Hitoto,23.5
Ayaka Hirahara,Naotaro Moriyama,49.5
Ayaka Hirahara,Miho Fukuhara,23.5
Ayaka Hirahara,Hitomi Shimatani,23.5
Ayaka Hirahara,Yuki Koyanagi,23.5
Ayaka Hirahara,MISIA,55
Ayaka Hirahara,Thelma Aoyama,23.5
Ayaka Hirahara,Every Little Thing,50.5
Ayaka Hirahara,Kiroro,49.5
Ayaka Hirahara,Chihiro Onitsuka,23.5
Ayaka Hirahara,Hideaki Tokunaga,23.5
Ayaka Hirahara,Superfly,53.5
Ayaka Hirahara,KOBUKURO,54
Ayaka Hirahara,Off Course,23.5
Ayaka Hirahara,Miki Imai,23.5
Ayaka Hirahara,Rimi Natsukawa,23.5
Ayano Kaneko,Satoko Shibata,42.5
Ayano Kaneko,Hitsujibungaku,54
Ayano Kaneko,Siamese Cats,25
Ayano Kaneko,OYAT,25
Ayano Kaneko,Izumi Makura,43
Ayano Kaneko,Oh Shu,25
Ayano Kaneko,domico,25
Ayano Kaneko,Yuta Orisaka,48
Ayano Kaneko,Natsuko Nisshoku,25
Ayano Kaneko,Helsinki Lambda Club,44.5
Ayano Kaneko,SUNNY CAR WASH,25
Ayano Kaneko,Asako Toki,50
Ayano Kaneko,STRANGE REITARO,25
Ayano Kaneko,Tempalay,50.5
Ayano Kaneko,AAAMYYY,25
Ayano Kaneko,Tavito Nanao,25
Ayano Kaneko,DYGL,25
Ayano Kaneko,カネコアヤノ,25
Ayano Kaneko,踊ってばかりの国,25
Ayano Kaneko,andymori,48
BABYMETAL,BAND-MAID,32.5
BABYMETAL,LADYBABY,32.5
BABYMETAL,SCANDAL,32.5
BABYMETAL,PassCode,32.5
BABYMETAL,Daoko,32.5
BABYMETAL,Kyary Pamyu Pamyu,32.5
BABYMETAL,Nanahira,32.5
BABYMETAL,MAXIMUM THE HORMONE,32.5
BABYMETAL,MYTH & ROID,61.5
BABYMETAL,MIYAVI,32.5
BABYMETAL,ATARASHII GAKKO!,32.5
BABYMETAL,Unlucky Morpheus,32.5
BABYMETAL,TeddyLoid,32.5
BABYMETAL,Utsu-P,58.5
BABYMETAL,Sakuragakuin,48.5
BABYMETAL,the GazettE,32.5
BABYMETAL,Perfume,32.5
BABYMETAL,Fear  and Loathing in Las Vegas,32.5
BABYMETAL,UNDEAD CORPORATION,32.5
BABYMETAL,WagakkiBand,32.5
BACK-ON,ROOKiEZ is PUNK'D,52
BACK-ON,Mashiro Ayano,24.5
BACK-ON,FLOW,66
BACK-ON,NICO Touches the Walls,54.5
BACK-ON,MY FIRST STORY,58
BACK-ON,Hello Sleepwalkers,50.5
BACK-ON,Abingdon Boys School,24.5
BACK-ON,Aqua Timez,54.5
BACK-ON,UVERworld,24.5
BACK-ON,T.M.Revolution,24.5
BACK-ON,Stereopony,24.5
BACK-ON,SPYAIR,57
BACK-ON,Home Made Kazoku,49
BACK-ON,flumpool,53
BACK-ON,SCANDAL,24.5
BACK-ON,Lenny code fiction,48.5
BACK-ON,Nami Tamaki,24.5
BACK-ON,WEAVER,57
BACK-ON,LAST ALLIANCE,46
BACK-ON,Fear  and Loathing in Las Vegas,24.5
BALLISTIK BOYZ from EXILE TRIBE,FANTASTICS from EXILE TRIBE,50
BALLISTIK BOYZ from EXILE TRIBE,Takanori Iwata,39.5
