From Artist,To Artist,Weight
BewhY,Sik-K,58.5
BewhY,PENOMECO,55.5
BewhY,BLOO,59.5
BewhY,NO:EL,52.0
BewhY,Kid Milli,56.0
BewhY,nafla,54.5
BewhY,Coogie,57.5
BewhY,Jvcki Wai,52.0
BewhY,The Quiett,54.5
BewhY,Dok2,53.5
BewhY,DPR LIVE,61.5
BewhY,Ja Mezz,49.0
BewhY,MINO,64.5
BewhY,Loopy,55.0
BewhY,Reddy,53.0
BewhY,BOBBY,60.5
Big Daddy Kane,Boogie Down Productions,49.5
Big Daddy Kane,Eric B. & Rakim,55.0
Big Daddy Kane,Kool G Rap & DJ Polo,45.5
Big Daddy Kane,Biz Markie,61.5
Big Daddy Kane,Brand Nubian,51.5
Big Daddy Kane,Nice & Smooth,49.5
Big Daddy Kane,Slick Rick,56.5
Big Daddy Kane,Special Ed,47.5
Big Daddy Kane,Grand Puba,54.0
Big Daddy Kane,X-Clan,26.0
Big Daddy Kane,Jungle Brothers,51.0
Big Daddy Kane,3rd Bass,48.5
Big Daddy Kane,FU-Schnickens,45.5
Big Daddy Kane,MC Lyte,56.5
Big Daddy Kane,Black Sheep,51.5
Big Daddy Kane,Main Source,48.0
Big Daddy Kane,EPMD,61.0
Big Daddy Kane,Craig Mack,53.5
Big Daddy Kane,Stetsasonic,26.0
Big Daddy Kane,Ultramagnetic MC's,44.5
Big Head Todd and The Monsters,Freddy Jones Band,43.0
Big Head Todd and The Monsters,Blues Traveler,56.0
Big Head Todd and The Monsters,Rusted Root,57.0
Big Head Todd and The Monsters,Widespread Panic,52.5
Big Head Todd and The Monsters,Bodeans,47.5
Big Head Todd and The Monsters,moe.,55.5
Big Head Todd and The Monsters,North Mississippi Allstars,51.5
Big Head Todd and The Monsters,Warren Haynes,49.5
Big Head Todd and The Monsters,The String Cheese Incident,51.0
Big Head Todd and The Monsters,Cracker,52.0
Big Head Todd and The Monsters,JJ Grey & Mofro,53.5
Big Head Todd and The Monsters,The Derek Trucks Band,49.5
Big Head Todd and The Monsters,The Samples,44.5
Big Head Todd and The Monsters,Gov't Mule,25.0
Big Head Todd and The Monsters,Leftover Salmon,49.0
Big Head Todd and The Monsters,Trey Anastasio,51.0
Big Head Todd and The Monsters,Phish,55.0
Big Head Todd and The Monsters,Umphrey's McGee,51.5
Big Head Todd and The Monsters,Railroad Earth,49.5
Big Head Todd and The Monsters,Jerry Garcia,54.5
Big L,Miranda Lambert,35.0
Big L,Rascal Flatts,35.0
Big L,Keith Urban,35.0
Big L,Sugarland,35.0
Big L,Rodney Atkins,35.0
Big L,Gretchen Wilson,35.0
Big L,Lady A,35.0
Big L,Billy Currington,35.0
Big L,The Band Perry,35.0
Big L,Craig Morgan,35.0
Big L,Jo Dee Messina,35.0
Big L,Sara Evans,35.0
Big L,Josh Turner,35.0
Big L,Darius Rucker,35.0
Big L,Trace Adkins,35.0
Big L,Big & Rich,35.0
Big L,Kellie Pickler,35.0
Big L,Phil Vassar,35.0
Big L,Lonestar,35.0
Big L,Trisha Yearwood,35.0
Big Pun,Capone-N-Noreaga,56.5
Big Pun,AZ,73.0
Big Pun,Big L,68.5
Big Pun,Cormega,60.0
Big Pun,Rakim,61.5
Big Pun,The LOX,63.0
Big Pun,Kool G Rap,58.5
Big Pun,Lost Boyz,58.5
Big Pun,N.O.R.E.,32.5
Big Pun,Redman,67.5
Big Pun,M.O.P.,66.0
Big Pun,Beanie Sigel,32.5
Big Pun,Onyx,61.0
Big Pun,Canibus,32.5
Big Pun,Shyne,32.5
Big Pun,Styles P,32.5
Big Pun,Ol' Dirty Bastard,71.5
Big Pun,Craig Mack,60.0
Big Pun,Mobb Deep,32.5
Big Pun,DJ Clue,32.5
Billy Bueffer,Jared Anthony,25.5
Billy Bueffer,Nick Bonin,25.5
Billy Bueffer,7ru7h,55.0
Billy Bueffer,ryster,50.0
Billy Bueffer,6o,53.0
Billy Bueffer,Bri-C,55.5
Billy Bueffer,Miles Wesley,25.5
Billy Bueffer,Jbrisko,50.5
Billy Bueffer,Unodavid,53.5
Billy Bueffer,Lxst,59.0
Billy Bueffer,ill Nicky,25.5
Billy Bueffer,27CLUB,25.5
Billy Bueffer,Yung Trench,25.5
Billy Bueffer,Brandon ThaKidd,49.0
Billy Bueffer,Memoria XI,51.5
Billy Bueffer,Andrew Spacey,25.5
Billy Bueffer,Thekidszn,53.5
Billy Bueffer,PRAYER,25.5
Billy Bueffer,Late Lilo,25.5
Billy Bueffer,Lucus,25.5
Binary Star,Hieroglyphics,44.5
Binary Star,One Be Lo,20.0
Binary Star,Zion I,20.0
Binary Star,People Under The Stairs,49.5
Binary Star,Aceyalone,43.0
Binary Star,Gift Of Gab,20.0
Binary Star,Del The Funky Homosapien,49.0
Binary Star,Blackalicious,47.5
Binary Star,Souls Of Mischief,52.0
Binary Star,Mr. Lif,20.0
Binary Star,J-Live,20.0
Binary Star,CYNE,20.0
Binary Star,Soul Position,20.0
Binary Star,Murs,20.0
Binary Star,Fatlip,45.5
Binary Star,Deltron 3030,45.5
Binary Star,MF Grimm,20.0
Binary Star,The Grouch,20.0
Binary Star,Blue Scholars,20.0
Binary Star,Living Legends,20.0
Birgit Nilsson,Anna Moffo,16.5
Birgit Nilsson,Kirsten Flagstad,16.5
Birgit Nilsson,Teresa Berganza,16.5
Birgit Nilsson,Franco Corelli,16.5
Birgit Nilsson,Agnes Baltsa,16.5
Birgit Nilsson,Sherrill Milnes,16.5
Birgit Nilsson,Katia Ricciarelli,16.5
Birgit Nilsson,Renata Tebaldi,39.0
Birgit Nilsson,Leonie Rysanek,16.5
Birgit Nilsson,Samuel Ramey,16.5
Birgit Nilsson,Tito Gobbi,16.5
Birgit Nilsson,Grace Bumbry,16.5
Birgit Nilsson,Mario del Monaco,16.5
Birgit Nilsson,Margaret Price,16.5
Birgit Nilsson,Shirley Verrett,16.5
Birgit Nilsson,Carlo Bergonzi,16.5
Birgit Nilsson,Mirella Freni,16.5
Birgit Nilsson,Jon Vickers,16.5
Birgit Nilsson,Victoria de los Ángeles,16.5
Birgit Nilsson,June Anderson,16.5
Biz Markie,Big Daddy Kane,61.5
Biz Markie,Boogie Down Productions,50.0
Biz Markie,Nice & Smooth,50.0
Biz Markie,Kool Moe Dee,58.0
Biz Markie,Special Ed,48.0
Biz Markie,Stetsasonic,26.5
Biz Markie,3rd Bass,49.0
Biz Markie,Digital Underground,58.0
Biz Markie,Jungle Brothers,51.5
Biz Markie,MC Lyte,57.0
Biz Markie,Eric B. & Rakim,55.5
Biz Markie,Chubb Rock,26.5
Biz Markie,Kool G Rap & DJ Polo,46.0
Biz Markie,Marley Marl,26.5
Biz Markie,Whodini,52.5
Biz Markie,Schoolly D,26.5
Biz Markie,Black Sheep,52.0
Biz Markie,Heavy D & The Boyz,53.5
Biz Markie,Doug E. Fresh,26.5
Biz Markie,Ultramagnetic MC's,45.0
Blac Youngsta,YFN Lucci,29.5
Blac Youngsta,Bankroll Fresh,29.5
Blac Youngsta,Peewee Longway,29.5
Blac Youngsta,BIG30,29.5
Blac Youngsta,Q Money,29.5
Blac Youngsta,Yella Beezy,29.5
Blac Youngsta,HoodRich Pablo Juan,60.5
Blac Youngsta,OMB Peezy,29.5
Blac Youngsta,Skooly,29.5
Blac Youngsta,Doe Boy,61.0
Blac Youngsta,EST Gee,29.5
Blac Youngsta,Lud Foe,29.5
Blac Youngsta,Skippa Da Flippa,29.5
Blac Youngsta,Fredo Bang,29.5
Blac Youngsta,Dee Mula,29.5
Blac Youngsta,Young Scooter,29.5
Blac Youngsta,Shy Glizzy,64.0
Blac Youngsta,Key Glock,29.5
Blac Youngsta,Boosie Badazz,29.5
Blac Youngsta,Foogiano,29.5
Black Box,C & C Music Factory,59.0
Black Box,Technotronic,27.5
Black Box,CeCe Peniston,57.0
Black Box,Rozalla,27.5
Black Box,Real McCoy,27.5
Black Box,Whigfield,27.5
Black Box,Corona,27.5
Black Box,Crystal Waters,61.0
Black Box,Cathy Dennis,50.5
Black Box,Robin S,27.5
Black Box,Culture Beat,27.5
Black Box,2 Unlimited,27.5
Black Box,M People,27.5
Black Box,Londonbeat,27.5
Black Box,Deee-Lite,27.5
Black Box,La Bouche,27.5
Black Box,Cappella,27.5
Black Box,SNAP!,27.5
Black Box,The Outhere Brothers,27.5
Black Box,Inner City,54.0
Black Moon,Group Home,24.0
Black Moon,Jeru The Damaja,56.0
Black Moon,Smif-N-Wessun,24.0
Black Moon,Artifacts,24.0
Black Moon,Tha Alkaholiks,24.0
Black Moon,Keith Murray,50.5
Black Moon,Das EFX,59.5
Black Moon,Showbiz & A.G.,24.0
Black Moon,Brand Nubian,49.5
Black Moon,Lord Finesse,24.0
Black Moon,Grand Puba,54.0
Black Moon,Lords Of The Underground,50.0
Black Moon,O.C.,24.0
Black Moon,Mic Geronimo,24.0
Black Moon,Blahzay Blahzay,24.0
Black Moon,D.I.T.C.,24.0
Black Moon,Channel Live,24.0
Black Moon,O.G.C.,24.0
Black Moon,Heltah Skeltah,24.0
Black Moon,Funkdoobiest,49.5
Black Sheep,Leaders of the New School,23.5
Black Sheep,Brand Nubian,49.0
Black Sheep,Jungle Brothers,52.5
Black Sheep,Main Source,46.5
Black Sheep,FU-Schnickens,44.0
Black Sheep,Ultramagnetic MC's,43.0
Black Sheep,Grand Puba,53.5
Black Sheep,Jeru The Damaja,55.5
Black Sheep,Poor Righteous Teachers,23.5
Black Sheep,Pete Rock & C.L. Smooth,57.5
Black Sheep,Lords Of The Underground,49.5
Black Sheep,Nice & Smooth,47.0
Black Sheep,Funkdoobiest,49.0
Black Sheep,Organized Konfusion,23.5
Black Sheep,Boogie Down Productions,47.0
Black Sheep,Tha Alkaholiks,23.5
Black Sheep,Digable Planets,54.0
Black Sheep,3rd Bass,48.0
Black Sheep,Special Ed,46.0
Black Sheep,Diamond & The Psychotic Neurotics,23.5
Black Star,Mos Def,62.5
Black Star,The Roots,60.5
Black Star,Q-Tip,64.5
Black Star,Digable Planets,55.0
Black Star,The Pharcyde,59.5
Black Star,Reflection Eternal,26.5
Black Star,Hieroglyphics,53.0
Black Star,Camp Lo,55.0
Black Star,Talib Kweli,26.5
Black Star,Blackalicious,53.0
Black Star,De La Soul,60.5
Black Star,King Geedorah,57.0
Black Star,Pete Rock,61.0
Black Star,Pharoahe Monch,26.5
Black Star,Del The Funky Homosapien,55.5
Black Star,Jaylib,26.5
Black Star,Slum Village,26.5
Black Star,Jeru The Damaja,55.5
Black Star,A Tribe Called Quest,63.0
Black Star,People Under The Stairs,56.0
Blackalicious,Lyrics Born,50.0
Blackalicious,Gift Of Gab,25.5
Blackalicious,Hieroglyphics,52.0
Blackalicious,Handsome Boy Modeling School,50.0
Blackalicious,Del The Funky Homosapien,56.5
Blackalicious,Latyrx,25.5
Blackalicious,Aceyalone,49.5
Blackalicious,Ugly Duckling,47.0
Blackalicious,The Coup,50.5
Blackalicious,Deltron 3030,52.0
Blackalicious,Jurassic 5,57.0
Blackalicious,People Under The Stairs,55.0
Blackalicious,Fatlip,50.0
Blackalicious,Digable Planets,55.0
Blackalicious,Binary Star,47.5
Blackalicious,Zion I,25.5
Blackalicious,Mr. Lif,25.5
Blackalicious,Freestyle Fellowship,46.0
Blackalicious,Dr. Octagon,47.5
Blackalicious,The Pharcyde,58.5
Blaine,Jbrisko,47.5
Blaine,Lil Shock,45.0
Blaine,Curly J,47.5
Blaine,Badda TD,21.5
Blaine,Brandon ThaKidd,46.0
Blaine,2gaudy,47.5
Blaine,Jay Hoodie,21.5
Blaine,Bri-C,51.5
Blaine,404vincent,46.5
Blaine,Sol.Luna,21.5
Blaine,BrxkenBxy,48.5
Blaine,YSB Eli,21.5
Blaine,Darius King,21.5
Blaine,Pyrex Pryce,21.5
Blaine,Lil Story,21.5
Blaine,Rozei,21.5
Blaine,Kevin Powers,47.0
Blaine,Elevating Sounds,21.5
Blaine,Dustystaytrue,52.0
Blaine,YSB Tril,21.5
Blind Melon,Mad Season,65.5
Blind Melon,Temple Of The Dog,66.0
Blind Melon,Mother Love Bone,60.5
Blind Melon,Jane's Addiction,67.0
Blind Melon,Screaming Trees,61.5
Blind Melon,Days Of The New,64.5
Blind Melon,Candlebox,65.0
Blind Melon,Porno for Pyros,59.0
Blind Melon,Local H,63.0
Blind Melon,Soul Asylum,63.5
Blind Melon,Stone Temple Pilots,70.0
Blind Melon,Jerry Cantrell,60.0
Blind Melon,Soundgarden,71.0
Blind Melon,Sponge,61.5
Blind Melon,Toadies,63.5
Blind Melon,Marcy Playground,62.5
Blind Melon,Alice In Chains,32.0
Blind Melon,Bush,32.0
Blind Melon,Chris Cornell,32.0
Blind Melon,Meat Puppets,59.5
BlocBoy JB,Foogiano,32.5
BlocBoy JB,Big Scarr,32.5
BlocBoy JB,Blac Youngsta,67.0
BlocBoy JB,Quin Nfn,32.5
BlocBoy JB,Dee Mula,32.5
BlocBoy JB,Doe Boy,64.0
BlocBoy JB,Duke Deuce,63.5
BlocBoy JB,Co Cash,32.5
BlocBoy JB,HoodRich Pablo Juan,64.5
BlocBoy JB,Yung Mal,32.5
BlocBoy JB,Kenny Muney,32.5
BlocBoy JB,Lil Migo,32.5
BlocBoy JB,Zaytoven,32.5
BlocBoy JB,Wacotron,32.5
BlocBoy JB,Big Moochie Grape,32.5
BlocBoy JB,Stunna 4 Vegas,32.5
BlocBoy JB,Cootie,32.5
BlocBoy JB,Lil Gotit,32.5
BlocBoy JB,Bankroll Freddie,32.5
BlocBoy JB,Jay Fizzle,32.5
Block B,Sophia Scott,59.5
Block B,Julia Cole,59.0
Block B,Alana Springsteen,56.0
Block B,Kylie Morgan,58.5
Block B,Lily Rose,58.5
Block B,Alexandra Kay,59.5
Block B,Robyn Ottolini,57.5
Block B,Ashley Cooke,62.0
Block B,CHASE WRIGHT,61.5
Block B,Mitch Rossell,61.5
Block B,Lainey Wilson,64.0
Block B,Ryan Griffin,56.5
Block B,Sammy Arriaga,56.0
Block B,Danielle Bradbery,65.0
Block B,Tenille Arts,62.5
Block B,Peytan Porter,52.0
Block B,Smithfield,54.5
Block B,Austin Burke,58.5
Block B,Lauren Duski,55.5
Block B,Matt Stell,61.0
Block B - BASTARZ,B.A.P,46.0
Block B - BASTARZ,VIXX LR,38.0
Block B - BASTARZ,RAVI,60.0
Block B - BASTARZ,HIGH4 20,31.0
Block B - BASTARZ,Block B,49.0
Block B - BASTARZ,BOYFRIEND,40.5
Block B - BASTARZ,WINNER,51.5
Block B - BASTARZ,HISTORY,47.5
Block B - BASTARZ,CROSS GENE,37.5
Block B - BASTARZ,JOOHONEY,40.5
Block B - BASTARZ,MINO,56.0
Block B - BASTARZ,Park Kyung,40.5
Block B - BASTARZ,ToppDogg,38.5
Block B - BASTARZ,MADTOWN,33.0
Block B - BASTARZ,HotShot,36.5
Block B - BASTARZ,Boys Republic,35.0
Block B - BASTARZ,BOBBY,52.0
Block B - BASTARZ,TEEN TOP,44.5
Block B - BASTARZ,VIXX,47.0
Block B - BASTARZ,P.O,51.5
Blues Traveler,Big Head Todd and The Monsters,56.0
Blues Traveler,Spin Doctors,63.0
Blues Traveler,Widespread Panic,57.5
Blues Traveler,Rusted Root,61.0
Blues Traveler,Hootie & The Blowfish,30.0
Blues Traveler,The Wallflowers,30.0
Blues Traveler,O.A.R.,30.0
Blues Traveler,moe.,60.5
Blues Traveler,Toad The Wet Sprocket,30.0
Blues Traveler,Phish,60.0
Blues Traveler,Better Than Ezra,59.0
Blues Traveler,Sister Hazel,30.0
Blues Traveler,Dave Matthews Band,30.0
Blues Traveler,Gin Blossoms,30.0
Blues Traveler,North Mississippi Allstars,56.5
Blues Traveler,Counting Crows,30.0
Blues Traveler,Fastball,57.5
Blues Traveler,Gov't Mule,30.0
Blues Traveler,The String Cheese Incident,55.0
Blues Traveler,Tonic,30.0
BoA,Anna Tsuchiya,32.0
BoA,宇宙ネコ子,32.0
BoA,Lamp,32.0
BoA,Sweet Trip,32.0
BoA,MASS OF THE FERMENTING DREGS,32.0
BoA,LSD and the Search for God,32.0
BoA,julie,32.0
BoA,Panchiko,32.0
BoA,Taeko Onuki,32.0
BoA,Pretty Sick,32.0
BoA,Memo Boy,32.0
BoA,The Garden,32.0
BoA,Jack Off Jill,32.0
BoA,Machine Girl,32.0
BoA,Have A Nice Life,32.0
BoA,Puzzle,32.0
BoA,Duster,32.0
BoA,Alex G,32.0
BoA,Roar,32.0
BoA,my dead girlfriend,32.0
Bob Weir,Jerry Garcia,56.5
Bob Weir,New Riders of the Purple Sage,46.0
Bob Weir,Phil Lesh & Friends,37.0
Bob Weir,Hot Tuna,47.5
Bob Weir,Merl Saunders,45.5
Bob Weir,Leftover Salmon,47.0
Bob Weir,Widespread Panic,50.5
Bob Weir,Trey Anastasio,48.0
Bob Weir,Old & In The Way,44.5
Bob Weir,moe.,53.5
Bob Weir,The String Cheese Incident,48.0
Bob Weir,Tea Leaf Green,41.5
Bob Weir,Jerry Garcia Band,48.0
Bob Weir,Keller Williams,46.5
Bob Weir,Warren Haynes,50.5
Bob Weir,Ekoostik Hookah,40.5
Bob Weir,Little Feat,53.0
Bob Weir,Railroad Earth,47.5
Bob Weir,Grateful Dead,59.0
Bob Weir,Chris Robinson Brotherhood,42.5
Bodeans,Big Head Todd and The Monsters,47.5
Bodeans,Toad The Wet Sprocket,21.5
Bodeans,Freddy Jones Band,39.5
Bodeans,Cracker,48.5
Bodeans,The Connells,21.5
Bodeans,Poi Dog Pondering,21.5
Bodeans,The Smithereens,21.5
Bodeans,Gear Daddies,21.5
Bodeans,World Party,21.5
Bodeans,Robbie Robertson,21.5
Bodeans,Guadalcanal Diary,21.5
Bodeans,David & David,21.5
Bodeans,The Wallflowers,21.5
Bodeans,Drivin N Cryin,21.5
Bodeans,Paul Westerberg,21.5
Bodeans,Matthew Sweet,21.5
Bodeans,Gin Blossoms,21.5
Bodeans,Shawn Mullins,21.5
Bodeans,Dada,21.5
Bodeans,Lone Justice,21.5
Boogie Down Productions,Big Daddy Kane,49.5
Boogie Down Productions,Eric B. & Rakim,52.5
Boogie Down Productions,Biz Markie,50.0
Boogie Down Productions,Special Ed,44.0
Boogie Down Productions,Jungle Brothers,47.5
Boogie Down Productions,Stetsasonic,22.5
Boogie Down Productions,Nice & Smooth,47.0
Boogie Down Productions,Ultramagnetic MC's,43.0
Boogie Down Productions,Brand Nubian,49.0
Boogie Down Productions,X-Clan,22.5
Boogie Down Productions,3rd Bass,42.0
Boogie Down Productions,Kool Moe Dee,51.0
Boogie Down Productions,Kool G Rap & DJ Polo,42.0
Boogie Down Productions,Leaders of the New School,22.5
Boogie Down Productions,MC Lyte,50.0
Boogie Down Productions,Schoolly D,22.5
Boogie Down Productions,Slick Rick,54.0
Boogie Down Productions,Black Sheep,47.0
Boogie Down Productions,Digital Underground,53.0
Boogie Down Productions,EPMD,51.5
Borodin Quartet,Alban Berg Quartett,45.0
Borodin Quartet,Emerson String Quartet,46.0
Borodin Quartet,Beaux Arts Trio,39.5
Borodin Quartet,Guarneri Quartet,32.0
Borodin Quartet,Nathan Milstein,37.0
Borodin Quartet,Quartetto Italiano,37.5
Borodin Quartet,Juilliard String Quartet,33.5
Borodin Quartet,Takács Quartet,37.0
Borodin Quartet,Quatuor Ébène,42.5
Borodin Quartet,Belcea Quartet,35.0
Borodin Quartet,David Oistrakh,39.5
Borodin Quartet,Mstislav Rostropovich,47.5
Borodin Quartet,Jacqueline du Pré,43.5
Borodin Quartet,Sviatoslav Richter,45.5
Borodin Quartet,Jascha Heifetz,41.5
Borodin Quartet,Melos Quartet,36.0
Borodin Quartet,Gidon Kremer,46.0
Borodin Quartet,Kodály Quartet,43.0
Borodin Quartet,Fitzwilliam Quartet,26.5
Borodin Quartet,Artemis Quartet,35.5
Boston Symphony Orchestra,New York Philharmonic,61.0
Boston Symphony Orchestra,Chicago Symphony Orchestra,59.5
Boston Symphony Orchestra,Philharmonia Orchestra,61.0
Boston Symphony Orchestra,Wiener Philharmoniker,67.5
Boston Symphony Orchestra,Czech Philharmonic Orchestra,57.5
Boston Symphony Orchestra,Staatskapelle Dresden,57.5
Boston Symphony Orchestra,Royal Concertgebouw Orchestra,59.0
Boston Symphony Orchestra,Gothenburg Symphony Orchestra,57.5
Boston Symphony Orchestra,San Francisco Symphony,60.5
Boston Symphony Orchestra,London Symphony Orchestra,68.0
Boston Symphony Orchestra,Orchestre de la Suisse Romande,52.0
Boston Symphony Orchestra,Berliner Philharmoniker,67.5
Boston Symphony Orchestra,Russian National Orchestra,29.5
Boston Symphony Orchestra,Bavarian Radio Symphony Orchestra,59.5
Boston Symphony Orchestra,Gewandhausorchester Leipzig,58.5
Boston Symphony Orchestra,BBC Symphony Orchestra,59.5
Boston Symphony Orchestra,Academy of St. Martin in the Fields,64.5
Boston Symphony Orchestra,Sir Simon Rattle,63.0
Boston Symphony Orchestra,Los Angeles Philharmonic,29.5
Boston Symphony Orchestra,City Of Birmingham Symphony Orchestra,53.5
Bow Wow,Chingy,64.5
Bow Wow,Pretty Ricky,62.5
Bow Wow,Baby Bash,66.0
Bow Wow,B2K,32.0
Bow Wow,J. Holiday,32.0
Bow Wow,Pleasure P,32.0
Bow Wow,The-Dream,32.0
Bow Wow,Bobby V.,32.0
Bow Wow,Mario,32.0
Bow Wow,Marques Houston,32.0
Bow Wow,Omarion,32.0
Bow Wow,Frankie J,32.0
Bow Wow,Jagged Edge,32.0
Bow Wow,Plies,68.5
Bow Wow,Lloyd,32.0
Bow Wow,Twista,68.5
Bow Wow,Fabolous,69.5
Bow Wow,Keri Hilson,32.0
Bow Wow,Ashanti,32.0
Bow Wow,Ja Rule,70.0
Boys Republic,HISTORY,44.5
Boys Republic,BOYFRIEND,37.5
Boys Republic,BIGFLO,48.0
Boys Republic,100%,15.5
Boys Republic,ROMEO,15.5
Boys Republic,MADTOWN,31.0
Boys Republic,CROSS GENE,32.5
Boys Republic,MASC,15.5
Boys Republic,HotShot,31.5
Boys Republic,ToppDogg,33.5
Boys Republic,TRCNG,15.5
Boys Republic,SNUPER,31.5
Boys Republic,HIGH4,38.0
Boys Republic,Seven O'Clock,15.5
Boys Republic,JJCC,27.5
Boys Republic,BLACK6IX,15.5
Boys Republic,IN2IT,33.0
Boys Republic,MAP6,15.5
Boys Republic,UP10TION,36.0
Boys Republic,MYTEEN,15.5
Brand Nubian,Black Sheep,49.0
Brand Nubian,Main Source,46.5
Brand Nubian,Poor Righteous Teachers,23.5
Brand Nubian,Jeru The Damaja,51.5
Brand Nubian,Grand Puba,50.5
Brand Nubian,Leaders of the New School,23.5
Brand Nubian,Jungle Brothers,50.5
Brand Nubian,Nice & Smooth,47.0
Brand Nubian,Artifacts,23.5
Brand Nubian,Lords Of The Underground,54.5
Brand Nubian,Black Moon,49.5
Brand Nubian,Showbiz & A.G.,23.5
Brand Nubian,Boogie Down Productions,49.0
Brand Nubian,Tha Alkaholiks,23.5
Brand Nubian,Group Home,23.5
Brand Nubian,Kool G Rap & DJ Polo,43.0
Brand Nubian,Big Daddy Kane,51.5
Brand Nubian,FU-Schnickens,43.0
Brand Nubian,Das EFX,55.0
Brand Nubian,Pete Rock & C.L. Smooth,51.5
Brandon ThaKidd,Jbrisko,48.5
Brandon ThaKidd,2gaudy,48.5
Brandon ThaKidd,Bri-C,52.5
Brandon ThaKidd,Lil Shock,46.0
Brandon ThaKidd,Kevin Powers,48.0
Brandon ThaKidd,Blaine,46.0
Brandon ThaKidd,Pyrex Pryce,22.5
Brandon ThaKidd,Memoria XI,49.5
Brandon ThaKidd,Thekidszn,51.5
Brandon ThaKidd,Billy Bueffer,49.0
Brandon ThaKidd,Rocstaryoshi,22.5
Brandon ThaKidd,Lucus,22.5
Brandon ThaKidd,Darius King,22.5
Brandon ThaKidd,YSB Tril,22.5
Brandon ThaKidd,Curly J,48.5
Brandon ThaKidd,Maiza,22.5
Brandon ThaKidd,Osibih,22.5
Brandon ThaKidd,Jared Anthony,22.5
Brandon ThaKidd,Dustystaytrue,53.0
Brandon ThaKidd,BrxkenBxy,49.5
Bri-C,Greg Maroney,29.0
Bri-C,Kevin Kern,29.0
Bri-C,David Lanz,29.0
Bri-C,Philip Wesley,29.0
Bri-C,David Nevue,29.0
Bri-C,Jennifer Thomas,29.0
Bri-C,Paul Cardall,29.0
Bri-C,Robin Spielberg,29.0
Bri-C,Michele McLaughlin,29.0
Bri-C,Gary Girouard,29.0
Bri-C,Joe Bongiorno,29.0
Bri-C,Wayne Gratz,29.0
Bri-C,Isaac Shepard,29.0
Bri-C,Thad Fiscella,29.0
Bri-C,Laura Sullivan,29.0
Bri-C,Danny Wright,29.0
Bri-C,George Skaroulis,29.0
Bri-C,Stanton Lanier,29.0
Bri-C,Joseph Akins,29.0
Bri-C,Jon Schmidt,29.0
Brown Eyed Girls,G.NA,47.0
Brown Eyed Girls,2NE1,55.5
Brown Eyed Girls,f(x),54.5
Brown Eyed Girls,After School,50.0
Brown Eyed Girls,KARA,59.5
Brown Eyed Girls,miss A,50.0
Brown Eyed Girls,Girl's Day,51.5
Brown Eyed Girls,Dalshabet,44.5
Brown Eyed Girls,Wonder Girls,53.0
Brown Eyed Girls,T-ARA,52.0
Brown Eyed Girls,4Minute,54.0
Brown Eyed Girls,Secret,55.5
Brown Eyed Girls,SISTAR,54.5
Brown Eyed Girls,HELLOVENUS,46.5
Brown Eyed Girls,9MUSES,48.0
Brown Eyed Girls,Orange Caramel,48.5
Brown Eyed Girls,FIESTAR,44.5
Brown Eyed Girls,Ji Yeon,42.5
Brown Eyed Girls,MBLAQ,47.0
Brown Eyed Girls,TEEN TOP,48.5
Brown Eyes,M.C the Max,18.5
Brown Eyes,KCM,18.5
Brown Eyes,Monday Kiz,18.5
Brown Eyes,SG Wannabe,42.5
Brown Eyes,Jo Sung Mo,18.5
Brown Eyes,Loveholic,18.5
Brown Eyes,Dynamicduo,43.0
Brown Eyes,Kim Tae Woo,38.5
Brown Eyes,4MEN,18.5
Brown Eyes,Un,63.0
Brown Eyes,Rumble Fish,18.5
Brown Eyes,DJ DOC,39.0
Brown Eyes,Lee Soo Young,18.5
Brown Eyes,Sung Si Kyung,18.5
Brown Eyes,BROWN EYED SOUL,18.5
Brown Eyes,Kim Dong Ryul,18.5
Brown Eyes,VOS,18.5
Brown Eyes,Kim Jong Kook,43.5
Brown Eyes,MC Sniper,35.5
Brown Eyes,Fin.K.L,37.0
Bruno Walter,Otto Klemperer,40.5
Bruno Walter,Arturo Toscanini,34.5
Bruno Walter,Günter Wand,38.0
Bruno Walter,Wilhelm Furtwängler,38.0
Bruno Walter,Sergiu Celibidache,37.0
Bruno Walter,Eduard van Beinum,30.5
Bruno Walter,Charles Münch,37.0
Bruno Walter,Klaus Tennstedt,36.5
Bruno Walter,Sir John Barbirolli,45.0
Bruno Walter,Claudio Abbado,51.0
Bruno Walter,Rudolf Kempe,34.0
Bruno Walter,George Szell,44.5
Bruno Walter,Ferenc Fricsay,39.5
Bruno Walter,Evgeny Mravinsky,31.0
Bruno Walter,Kirill Kondrashin,36.5
Bruno Walter,Christian Thielemann,39.5
Bruno Walter,Pierre Monteux,35.0
Bruno Walter,Carlo Maria Giulini,44.0
Bruno Walter,André Cluytens,34.5
Bruno Walter,Eliahu Inbal,32.5
BrxkenBxy,Lil Story,25.0
BrxkenBxy,Thekidszn,54.0
BrxkenBxy,Jbrisko,51.0
BrxkenBxy,Dustystaytrue,55.5
BrxkenBxy,Kam Prada,25.0
BrxkenBxy,404vincent,50.0
BrxkenBxy,Kevin Powers,50.5
BrxkenBxy,Curly J,51.0
BrxkenBxy,Lil Shock,48.5
BrxkenBxy,2gaudy,51.0
BrxkenBxy,Rozei,25.0
BrxkenBxy,Karri,25.0
BrxkenBxy,Blaine,48.5
